ensembl_gene_id	human_gene_id	current_symbol_cache	type_of_gene_cache	ensembl_mapping_is_one_to_one	present_in_GSE302658	current_symbol_rebuilt	type_of_gene_rebuilt	rebuilt_one_to_one	_merge
ENSG00000229637	360205	PRAC2	protein-coding	True	True	PRAC2	protein-coding	True	both
ENSG00000229638	647276	RPL4P4	pseudo	True	True	RPL4P4	pseudo	True	both
ENSG00000229639	105378788	LINC01758	ncRNA	True	True	LINC01758	ncRNA	True	both
ENSG00000229641	106478959	CYP2C56P	pseudo	True	True	CYP2C56P	pseudo	True	both
ENSG00000229643	100873964	LINC00280	ncRNA	True	True	LINC00280	ncRNA	True	both
ENSG00000229644	646309	NAMPTP1	pseudo	True	True	NAMPTP1	pseudo	True	both
ENSG00000229648	100270874	RPSAP22	pseudo	True	True	RPSAP22	pseudo	True	both
ENSG00000229649	101927419	LINC02681	ncRNA	True	True	LINC02681	ncRNA	True	both
ENSG00000229654	105377926	LINC02526	ncRNA	True	True	LINC02526	ncRNA	True	both
ENSG00000229656	101929475	ITGB1-DT	ncRNA	True	True	ITGB1-DT	ncRNA	True	both
ENSG00000229657	100271276	RPL13AP11	pseudo	True	True	RPL13AP11	pseudo	True	both
ENSG00000229659	100131526	RPL26P6	pseudo	True	True	RPL26P6	pseudo	True	both
ENSG00000229662	100420084	LOC100420084	pseudo	True	True	LOC100420084	pseudo	True	both
ENSG00000229663	100131533	DPY19L4P1	pseudo	True	True	DPY19L4P1	pseudo	True	both
ENSG00000229665	729240	PRR20C	protein-coding	True	True	PRR20C	protein-coding	True	both
ENSG00000229667	100131981	UBE2V1P9	pseudo	True	True	UBE2V1P9	pseudo	True	both
ENSG00000229674	115482686	H2AL3	protein-coding	True	True	H2AL3	protein-coding	True	both
ENSG00000229676	57615	ZNF492	protein-coding	True	True	ZNF492	protein-coding	True	both
ENSG00000229677	100270940	RPL17P28	pseudo	True	True	RPL17P28	pseudo	True	both
ENSG00000229686	26793	SNORD56	snoRNA	True	True	SNORD56	snoRNA	True	both
ENSG00000229687	100270890	RPL37P7	pseudo	True	True	RPL37P7	pseudo	True	both
ENSG00000229688	100506025	CRPPA-AS1	ncRNA	True	True	CRPPA-AS1	ncRNA	True	both
ENSG00000229689	100419920	ANKRD33BP1	pseudo	True	True	ANKRD33BP1	pseudo	True	both
ENSG00000229690	140909	MTCO2P1	pseudo	True	True	MTCO2P1	pseudo	True	both
ENSG00000229695	100421122	LOC100421122	pseudo	True	True	LOC100421122	pseudo	True	both
ENSG00000229696	100419558	KARS1P1	pseudo	True	True	KARS1P1	pseudo	True	both
ENSG00000229697	105379438	FAM242E	ncRNA	True	True	FAM242E	ncRNA	True	both
ENSG00000229699	101928009	LOC101928009	ncRNA	True	True	LOC101928009	ncRNA	True	both
ENSG00000229701	100873226	MTND2P20	pseudo	True	True	MTND2P20	pseudo	True	both
ENSG00000229708	100421565	MARK2P12	pseudo	True	True	MARK2P12	pseudo	True	both
ENSG00000229709	106478932	USP9YP36	pseudo	True	True	USP9YP36	pseudo	True	both
ENSG00000229713	450209	LCEP2	pseudo	True	True	LCEP2	pseudo	True	both
ENSG00000229719	105369343	MIR194-2HG	ncRNA	True	True	MIR194-2HG	ncRNA	True	both
ENSG00000229720	101929460	LOC101929460	ncRNA	True	True	LOC101929460	ncRNA	True	both
ENSG00000229721	646093	RPS8P7	pseudo	True	True	RPS8P7	pseudo	True	both
ENSG00000229724	81474	OR2AQ1P	pseudo	True	True	OR2AQ1P	pseudo	True	both
ENSG00000229727	100506274	LOC100506274	ncRNA	True	True	LOC100506274	ncRNA	True	both
ENSG00000229731	100420323	LOC100420323	pseudo	True	True	LOC100420323	pseudo	True	both
ENSG00000229733	107985645	LOC107985645	pseudo	True	True	LOC107985645	pseudo	True	both
ENSG00000229735	100420158	FTLP16	pseudo	True	True	FTLP16	pseudo	True	both
ENSG00000229739	102724919	PDC-AS1	ncRNA	True	True	PDC-AS1	ncRNA	True	both
ENSG00000229743	102682016	LINC01159	ncRNA	True	True	LINC01159	ncRNA	True	both
ENSG00000229752	646538	RPL7P10	pseudo	True	True	RPL7P10	pseudo	True	both
ENSG00000229753	100271379	RPS27AP15	pseudo	True	True	RPS27AP15	pseudo	True	both
ENSG00000229756	100270986	RPL31P20	pseudo	True	True	RPL31P20	pseudo	True	both
ENSG00000229757	100271038	RPL7AP21	pseudo	True	True	RPL7AP21	pseudo	True	both
ENSG00000229760	107075227	MTCO1P52	pseudo	True	True	MTCO1P52	pseudo	True	both
ENSG00000229762	100420540	LOC100420540	pseudo	True	True	LOC100420540	pseudo	True	both
ENSG00000229765	442160	RPL21P62	pseudo	True	True	RPL21P62	pseudo	True	both
ENSG00000229769	28584	TRBV10-2	other	True	True	TRBV10-2	other	True	both
ENSG00000229770	105372971	LOC105372971	ncRNA	True	True	LOC105372971	ncRNA	True	both
ENSG00000229771	101927098	SNHG35	ncRNA	True	True	SNHG35	ncRNA	True	both
ENSG00000229775	105378470	LINC02624	ncRNA	True	True	LINC02624	ncRNA	True	both
ENSG00000229780	100874097	UBE2Q1-AS1	ncRNA	True	True	UBE2Q1-AS1	ncRNA	True	both
ENSG00000229781	100129955	RRN3P4	pseudo	True	True	RRN3P4	pseudo	True	both
ENSG00000229794	107075231	MTCYBP32	pseudo	True	True	MTCYBP32	pseudo	True	both
ENSG00000229795	100271090	RPS21P1	pseudo	True	True	RPS21P1	pseudo	True	both
ENSG00000229797	124907890	LOC124907890	ncRNA	True	True	LOC124907890	ncRNA	True	both
ENSG00000229798	100418770	KRT18P26	pseudo	True	True	KRT18P26	pseudo	True	both
ENSG00000229800	100533851	ATP8A2P2	pseudo	True	True	ATP8A2P2	pseudo	True	both
