PG.Genes	PG.ProteinDescriptions	PG.UniProtIds	human_gene_id	current_symbol	gene_mapping_method	detected_sample_n	detection_fraction	median_log2_intensity_observed	selected_gene_representative	passes_detection_50pct	source_row
COL6A2	Collagen alpha-2(VI) chain;Isoform 2C2A of Collagen alpha-2(VI) chain;Isoform 2C2A' of Collagen alpha-2(VI) chain	P12110;P12110-2;P12110-3	1292	COL6A2	official_exact	14	0.2978723404255319	4.14362109131492	True	False	553
COL9A3	Collagen alpha-3(IX) chain	Q14050	1299	COL9A3	official_exact	41	0.8723404255319149	4.5965360192542875	True	True	1212
GALM	Galactose mutarotase	Q96C23	130589	GALM	official_exact	7	0.14893617021276595	5.700402040280894	True	False	1455
ADH7	All-trans-retinol dehydrogenase [NAD(+)] ADH7;Isoform 2 of All-trans-retinol dehydrogenase [NAD(+)] ADH7	P40394;P40394-2	131	ADH7	official_exact	28	0.5957446808510638	5.1870400202605245	True	True	854
COMP	Cartilage oligomeric matrix protein;Isoform 2 of Cartilage oligomeric matrix protein	P49747;P49747-2	1311	COMP	official_exact	2	0.0425531914893617	6.10604407321612	True	False	913
FAM3D	Protein FAM3D	Q96BQ1	131177	FAM3D	official_exact	47	1.0	5.830386479308155	True	True	1452
COMT	Catechol O-methyltransferase;Isoform Soluble of Catechol O-methyltransferase	P21964;P21964-2	1312	COMT	official_exact	23	0.48936170212765956	4.604011562704274	True	False	686
COPA	Coatomer subunit alpha;Isoform 2 of Coatomer subunit alpha	P53621;P53621-2	1314	COPA	official_exact	4	0.0851063829787234	4.973661162014693	True	False	960
TMPRSS11B	Transmembrane protease serine 11B	Q86T26	132724	TMPRSS11B	official_exact	8	0.1702127659574468	4.551942535993776	True	False	1358
COX6B1	Cytochrome c oxidase subunit 6B1	P14854	1340	COX6B1	official_exact	9	0.19148936170212766	4.121159431946885	True	False	602
COX7A2	Cytochrome c oxidase subunit 7A2, mitochondrial	P14406	1347	COX7A2	official_exact	13	0.2765957446808511	4.874285084688349	True	False	595
CP	Ceruloplasmin	P00450	1356	CP	official_exact	47	1.0	6.700890718729542	True	True	248
CPB2	Carboxypeptidase B2	Q96IY4	1361	CPB2	official_exact	2	0.0425531914893617	5.7857665295097185	True	False	1467
CPD	Carboxypeptidase D	O75976	1362	CPD	official_exact	45	0.9574468085106383	5.045201732104548	True	True	210
MTPN	Myotrophin	P58546	136319	MTPN	official_exact	17	0.3617021276595745	4.999769180987166	True	False	993
CLDN3	Claudin-3	O15551	1365	CLDN3	official_exact	4	0.0851063829787234	5.5258717063928415	True	False	132
CPM	Carboxypeptidase M	P14384	1368	CPM	official_exact	6	0.1276595744680851	5.094595336235612	True	False	594
LYPD2	Ly6/PLAUR domain-containing protein 2	Q6UXB3	137797	LYPD2	official_exact	30	0.6382978723404256	6.613787212060153	True	True	1327
CRABP2	Cellular retinoic acid-binding protein 2	P29373	1382	CRABP2	official_exact	16	0.3404255319148936	4.200923331183928	True	False	756
ATF6B	Cyclic AMP-dependent transcription factor ATF-6 beta;Isoform 1 of Cyclic AMP-dependent transcription factor ATF-6 beta	Q99941;Q99941-2	1388	ATF6B	official_exact	15	0.3191489361702128	4.074162373595679	True	False	1505
CRIP2	Cysteine-rich protein 2;Isoform 2 of Cysteine-rich protein 2	P52943;P52943-2	1397	CRIP2	official_exact	6	0.1276595744680851	3.706981107570864	True	False	958
CRP	C-reactive protein;Isoform 2 of C-reactive protein	P02741;P02741-2	1401	CRP	official_exact	5	0.10638297872340426	3.653349370003953	True	False	332
S100A16	Protein S100-A16	Q96FQ6	140576	S100A16	official_exact	28	0.5957446808510638	4.525254658032953	True	True	1459
SIRPA	Tyrosine-protein phosphatase non-receptor type substrate 1;Isoform 2 of Tyrosine-protein phosphatase non-receptor type substrate 1	P78324;P78324-2	140885	SIRPA	official_exact	14	0.2978723404255319	4.209348553094483	True	False	1086
CRYAB	Alpha-crystallin B chain	P02511	1410	CRYAB	official_exact	16	0.3404255319148936	4.80110228792593	True	False	319
CRYM	Ketimine reductase mu-crystallin	Q14894	1428	CRYM	official_exact	2	0.0425531914893617	5.375756651705688	True	False	1240
CRYZ	Quinone oxidoreductase	Q08257	1429	CRYZ	official_exact	9	0.19148936170212766	4.256694025846458	True	False	1151
CS	Citrate synthase, mitochondrial	O75390	1431	CS	official_exact	5	0.10638297872340426	3.9514581459812175	True	False	192
CSE1L	Exportin-2;Isoform 3 of Exportin-2;Isoform 4 of Exportin-2	P55060;P55060-3;P55060-4	1434	CSE1L	official_exact	2	0.0425531914893617	3.415006133552939	True	False	974
CSF1	Macrophage colony-stimulating factor 1;Isoform 2 of Macrophage colony-stimulating factor 1;Isoform 3 of Macrophage colony-stimulating factor 1	P09603;P09603-2;P09603-3	1435	CSF1	official_exact	8	0.1702127659574468	4.833630254760644	True	False	490
MUC15	Mucin-15;Isoform 2 of Mucin-15	Q8N387;Q8N387-2	143662	MUC15	official_exact	4	0.0851063829787234	4.957785202433767	True	False	1380
KRT80	Keratin, type II cytoskeletal 80;Isoform 2 of Keratin, type II cytoskeletal 80	Q6KB66;Q6KB66-2	144501	KRT80	official_exact	20	0.425531914893617	4.728773239735802	True	False	1315
A2ML1	Alpha-2-macroglobulin-like protein 1	A8K2U0	144568	A2ML1	official_exact	25	0.5319148936170213	4.787860025242294	True	True	74
SERPINA12	Serpin A12	Q8IW75	145264	SERPINA12	official_exact	17	0.3617021276595745	5.051344544503317	True	False	1371
HAPLN3	Hyaluronan and proteoglycan link protein 3	Q96S86	145864	HAPLN3	official_exact	23	0.48936170212765956	4.940949425767798	True	False	1482
IL34	Interleukin-34;Isoform 2 of Interleukin-34	Q6ZMJ4;Q6ZMJ4-2	146433	IL34	official_exact	27	0.574468085106383	5.014117208564133	True	True	1335
RTN4RL1	Reticulon-4 receptor-like 1	Q86UN2	146760	RTN4RL1	official_exact	18	0.3829787234042553	5.199514427687198	True	False	1360
CST1	Cystatin-SN	P01037	1469	CST1	official_exact	47	1.0	8.103190464132814	True	True	276
CST2	Cystatin-SA	P09228	1470	CST2	official_exact	47	1.0	7.994974696156942	True	True	481
CST3	Cystatin-C	P01034	1471	CST3	official_exact	47	1.0	7.525877764811481	True	True	274
KRT25	Keratin, type I cytoskeletal 25	Q7Z3Z0	147183	KRT25	official_exact	40	0.851063829787234	6.480300274900584	True	True	1346
CST4	Cystatin-S	P01036	1472	CST4	official_exact	47	1.0	8.631459293107909	True	True	275
CST5	Cystatin-D	P28325	1473	CST5	official_exact	38	0.8085106382978723	4.938303532169835	True	True	747
CST6	Cystatin-M	Q15828	1474	CST6	official_exact	21	0.44680851063829785	4.363355310410827	True	False	1266
CSTA	Cystatin-A	P01040	1475	CSTA	official_exact	42	0.8936170212765957	7.022254115857239	True	True	277
CSTB	Cystatin-B	P04080	1476	CSTB	official_exact	40	0.851063829787234	5.407048278459647	True	True	362
VSIG10L	V-set and immunoglobulin domain-containing protein 10-like;Isoform 2 of V-set and immunoglobulin domain-containing protein 10-like	Q86VR7;Q86VR7-2	147645	VSIG10L	official_exact	38	0.8085106382978723	5.01043500482288	True	True	1363
BROX	BRO1 domain-containing protein BROX;Isoform 2 of BRO1 domain-containing protein BROX	Q5VW32;Q5VW32-2	148362	BROX	official_exact	22	0.46808510638297873	5.376223372466344	True	False	1307
CTBS	Di-N-acetylchitobiase	Q01459	1486	CTBS	official_exact	47	1.0	5.183644012906994	True	True	1115
CTNNA1	Catenin alpha-1;Isoform 2 of Catenin alpha-1	P35221;P35221-2	1495	CTNNA1	official_exact	15	0.3191489361702128	4.46310810951885	True	False	814
WFDC5	WAP four-disulfide core domain protein 5;Isoform 2 of WAP four-disulfide core domain protein 5	Q8TCV5;Q8TCV5-2	149708	WFDC5	official_exact	11	0.23404255319148937	5.238111095205796	True	False	1411
CTNNB1	Catenin beta-1	P35222	1499	CTNNB1	official_exact	4	0.0851063829787234	4.985320795055975	True	False	815
CTSB	Cathepsin B	P07858	1508	CTSB	official_exact	47	1.0	6.32009951765241	True	True	446
CTSD	Cathepsin D	P07339	1509	CTSD	official_exact	47	1.0	7.152698286333967	True	True	432
CTSG	Cathepsin G	P08311	1511	CTSG	official_exact	33	0.7021276595744681	5.5383266632503805	True	True	464
CTSH	Pro-cathepsin H	P09668	1512	CTSH	official_exact	46	0.9787234042553191	6.0459907369256545	True	True	492
CTSL	Procathepsin L	P07711	1514	CTSL	official_exact	47	1.0	6.252114044277047	True	True	443
CTSV	Cathepsin L2	O60911	1515	CTSV	official_exact	40	0.851063829787234	5.984883177657526	True	True	175
ASPRV1	Retroviral-like aspartic protease 1	Q53RT3	151516	ASPRV1	official_exact	27	0.574468085106383	6.259014937335055	True	True	1297
DTX3L	E3 ubiquitin-protein ligase DTX3L	Q8TDB6	151636	DTX3L	official_exact	1	0.02127659574468085	5.671699136244094	True	False	1413
PPM1L	Protein phosphatase 1L	Q5SGD2	151742	PPM1L	official_exact	43	0.9148936170212766	5.667555215183384	True	True	1300
CTSO	Cathepsin O	P43234	1519	CTSO	official_exact	35	0.7446808510638298	4.22633324943921	True	True	870
CTSS	Cathepsin S	P25774	1520	CTSS	official_exact	47	1.0	6.676221712512825	True	True	720
GLIPR2	Golgi-associated plant pathogenesis-related protein 1	Q9H4G4	152007	GLIPR2	official_exact	27	0.574468085106383	3.938564430038653	True	True	1550
CTSZ	Cathepsin Z	Q9UBR2	1522	CTSZ	official_exact	47	1.0	6.019221833834803	True	True	1626
CYBB	Cytochrome b-245 heavy chain	P04839	1536	CYBB	official_exact	2	0.0425531914893617	4.955346667115509	True	False	379
AGR3	Anterior gradient protein 3	Q8TD06	155465	AGR3	official_exact	39	0.8297872340425532	7.1865385043512	True	True	1412
PEBP4	Phosphatidylethanolamine-binding protein 4	Q96S96	157310	PEBP4	official_exact	47	1.0	7.469412160165683	True	True	1483
ADSS2	Adenylosuccinate synthetase isozyme 2	P30520	159	ADSS2	official_exact	6	0.1276595744680851	4.1604545242525015	True	False	779
AARS1	Alanine--tRNA ligase, cytoplasmic;Isoform 2 of Alanine--tRNA ligase, cytoplasmic	P49588;P49588-2	16	AARS1	official_exact	1	0.02127659574468085	4.517117166335129	True	False	909
CD55	Complement decay-accelerating factor;Isoform 1 of Complement decay-accelerating factor;Isoform 3 of Complement decay-accelerating factor;Isoform 4 of Complement decay-accelerating factor;Isoform 5 of Complement decay-accelerating factor;Isoform 6 of Complement decay-accelerating factor;Isoform 7 of Complement decay-accelerating factor	P08174;P08174-2;P08174-3;P08174-4;P08174-5;P08174-6;P08174-7	1604	CD55	official_exact	47	1.0	6.717011987494491	True	True	455
DAG1	Dystroglycan	Q14118	1605	DAG1	official_exact	45	0.9574468085106383	6.913589497169199	True	True	1215
SLC5A8	Sodium-coupled monocarboxylate transporter 1	Q8N695	160728	SLC5A8	official_exact	11	0.23404255319148937	4.590594587986286	True	False	1385
AP1B1	AP-1 complex subunit beta-1;Isoform B of AP-1 complex subunit beta-1;Isoform C of AP-1 complex subunit beta-1;Isoform 4 of AP-1 complex subunit beta-1	Q10567;Q10567-2;Q10567-3;Q10567-4	162	AP1B1	official_exact	12	0.2553191489361702	4.0355457263292696	True	False	1162
DBI	Acyl-CoA-binding protein;Isoform 2 of Acyl-CoA-binding protein;Isoform 3 of Acyl-CoA-binding protein;Isoform 4 of Acyl-CoA-binding protein;Isoform 5 of Acyl-CoA-binding protein	P07108;P07108-2;P07108-3;P07108-4;P07108-5	1622	DBI	official_exact	41	0.8723404255319149	5.047744991438024	True	True	426
ECI1	Enoyl-CoA delta isomerase 1, mitochondrial;Isoform 2 of Enoyl-CoA delta isomerase 1, mitochondrial	P42126;P42126-2	1632	ECI1	official_exact	1	0.02127659574468085	5.002444552804328	True	False	863
ACE	Angiotensin-converting enzyme;Isoform Somatic-2 of Angiotensin-converting enzyme	P12821;P12821-2	1636	ACE	official_exact	27	0.574468085106383	4.896160718737562	True	True	564
DCTN1	Dynactin subunit 1;Isoform p135 of Dynactin subunit 1;Isoform 3 of Dynactin subunit 1;Isoform 4 of Dynactin subunit 1;Isoform 5 of Dynactin subunit 1;Isoform 6 of Dynactin subunit 1	Q14203;Q14203-2;Q14203-3;Q14203-4;Q14203-5;Q14203-6	1639	DCTN1	official_exact	6	0.1276595744680851	4.025949143018181	True	False	1220
AKR1C1	Aldo-keto reductase family 1 member C1	Q04828	1645	AKR1C1	official_exact	11	0.23404255319148937	4.1783913145941565	True	False	1135
DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit;Isoform 2 of Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	P39656;P39656-2	1650	DDOST	official_exact	5	0.10638297872340426	3.9970487712501916	True	False	848
DDT	D-dopachrome decarboxylase	P30046	1652	DDT	official_exact	25	0.5319148936170213	5.735381659050884	True	True	768
DDX3X	ATP-dependent RNA helicase DDX3X;Isoform 2 of ATP-dependent RNA helicase DDX3X	O00571;O00571-2	1654	DDX3X	official_exact	12	0.2553191489361702	4.654728876920409	True	False	98
DDX5	Probable ATP-dependent RNA helicase DDX5;Isoform 2 of Probable ATP-dependent RNA helicase DDX5	P17844;P17844-2	1655	DDX5	official_exact	13	0.2765957446808511	5.0173973547058415	True	False	637
DECR1	2,4-dienoyl-CoA reductase, mitochondrial;Isoform 2 of 2,4-dienoyl-CoA reductase, mitochondrial	Q16698;Q16698-2	1666	DECR1	official_exact	6	0.1276595744680851	4.732439502601394	True	False	1282
FREM3	FRAS1-related extracellular matrix protein 3	P0C091	166752	FREM3	official_exact	19	0.40425531914893614	4.709957366317046	True	False	497
DEFA4	Neutrophil defensin 4	P12838	1669	DEFA4	official_exact	6	0.1276595744680851	4.43536393559666	True	False	566
CFD	Complement factor D	P00746	1675	CFD	official_exact	29	0.6170212765957447	5.264097783902755	True	True	260
COCH	Cochlin	O43405	1690	COCH	official_exact	46	0.9787234042553191	6.072001176314859	True	True	143
DHCR24	Delta(24)-sterol reductase;Isoform 2 of Delta(24)-sterol reductase	Q15392;Q15392-2	1718	DHCR24	official_exact	3	0.06382978723404255	4.995696687987809	True	False	1258
CYB5R3	NADH-cytochrome b5 reductase 3;Isoform 2 of NADH-cytochrome b5 reductase 3;Isoform 3 of NADH-cytochrome b5 reductase 3	P00387;P00387-2;P00387-3	1727	CYB5R3	official_exact	8	0.1702127659574468	4.342394358350818	True	False	245
NQO1	NAD(P)H dehydrogenase [quinone] 1;Isoform 2 of NAD(P)H dehydrogenase [quinone] 1;Isoform 3 of NAD(P)H dehydrogenase [quinone] 1	P15559;P15559-2;P15559-3	1728	NQO1	official_exact	3	0.06382978723404255	5.100810533437382	True	False	614
DIAPH1	Protein diaphanous homolog 1;Isoform 2 of Protein diaphanous homolog 1;Isoform 3 of Protein diaphanous homolog 1	O60610;O60610-2;O60610-3	1729	DIAPH1	official_exact	3	0.06382978723404255	5.314543969989447	True	False	167
AFM	Afamin	P43652	173	AFM	official_exact	21	0.44680851063829785	5.040762448573888	True	False	873
DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	P36957	1743	DLST	official_exact	1	0.02127659574468085	5.800138693678413	True	False	837
AGA	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	P20933	175	AGA	official_exact	43	0.9148936170212766	4.525031464808449	True	True	675
DMBT1	Deleted in malignant brain tumors 1 protein;Isoform 3 of Deleted in malignant brain tumors 1 protein;Isoform 5 of Deleted in malignant brain tumors 1 protein;Isoform 6 of Deleted in malignant brain tumors 1 protein;Isoform 7 of Deleted in malignant brain tumors 1 protein	Q9UGM3;Q9UGM3-3;Q9UGM3-5;Q9UGM3-6;Q9UGM3-7	1755	DMBT1	official_exact	47	1.0	7.732262259432287	True	True	1636
DNASE2	Deoxyribonuclease-2-alpha;Isoform 2 of Deoxyribonuclease-2-alpha	O00115;O00115-2	1777	DNASE2	official_exact	46	0.9787234042553191	6.216360370283548	True	True	79
DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	Q14204	1778	DYNC1H1	official_exact	6	0.1276595744680851	3.7978232978272644	True	False	1221
DNM2	Dynamin-2;Isoform 2 of Dynamin-2;Isoform 3 of Dynamin-2;Isoform 4 of Dynamin-2;Isoform 5 of Dynamin-2	P50570;P50570-2;P50570-3;P50570-4;P50570-5	1785	DNM2	official_exact	2	0.0425531914893617	4.502205273019863	True	False	928
DPP4	Dipeptidyl peptidase 4	P27487	1803	DPP4	official_exact	47	1.0	5.35952451291087	True	True	736
DSC1	Desmocollin-1;Isoform 1B of Desmocollin-1	Q08554;Q08554-2	1823	DSC1	official_exact	16	0.3404255319148936	4.4442479329134965	True	False	1155
DSC2	Desmocollin-2;Isoform 2B of Desmocollin-2	Q02487;Q02487-2	1824	DSC2	official_exact	45	0.9574468085106383	7.119101178078903	True	True	1124
DSC3	Desmocollin-3;Isoform 3B of Desmocollin-3	Q14574;Q14574-2	1825	DSC3	official_exact	22	0.46808510638297873	4.224972647993521	True	False	1230
DSG1	Desmoglein-1	Q02413	1828	DSG1	official_exact	35	0.7446808510638298	4.749855723303936	True	True	1123
DSG2	Desmoglein-2	Q14126	1829	DSG2	official_exact	5	0.10638297872340426	4.9749193743074995	True	False	1216
AGT	Angiotensinogen	P01019	183	AGT	official_exact	30	0.6382978723404256	5.102660395084482	True	True	269
DSG3	Desmoglein-3	P32926	1830	DSG3	official_exact	9	0.19148936170212766	4.988783052046528	True	False	800
DSP	Desmoplakin	P15924	1832	DSP	official_exact	35	0.7446808510638298	4.79675981713603	True	True	619
TOR1A	Torsin-1A	O14656	1861	TOR1A	official_exact	32	0.6808510638297872	5.057310303697562	True	True	107
TYMP	Thymidine phosphorylase	P19971	1890	TYMP	official_exact	30	0.6382978723404256	5.071901567056457	True	True	664
ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	Q13011	1891	ECH1	official_exact	4	0.0851063829787234	4.274635929845754	True	False	1172
ECHS1	Enoyl-CoA hydratase, mitochondrial	P30084	1892	ECHS1	official_exact	5	0.10638297872340426	4.000107313584358	True	False	772
ECM1	Extracellular matrix protein 1;Isoform 4 of Extracellular matrix protein 1	Q16610;Q16610-4	1893	ECM1	official_exact	8	0.1702127659574468	5.132897641682369	True	False	1279
EDA	Ectodysplasin-A;Isoform 3 of Ectodysplasin-A	Q92838;Q92838-3	1896	EDA	official_exact	24	0.5106382978723404	4.4913099784861	True	True	1442
EDN3	Endothelin-3	P14138	1908	EDN3	official_exact	47	1.0	7.035089707982566	True	True	591
AHCY	Adenosylhomocysteinase	P23526	191	AHCY	official_exact	23	0.48936170212765956	5.110434402839047	True	False	709
KRT24	Keratin, type I cytoskeletal 24	Q2M2I5	192666	KRT24	official_exact	12	0.2553191489361702	4.598580923206516	True	False	1291
EEF1D	Elongation factor 1-delta;Isoform 2 of Elongation factor 1-delta;Isoform 3 of Elongation factor 1-delta	P29692;P29692-2;P29692-3	1936	EEF1D	official_exact	20	0.425531914893617	4.612120303476273	True	False	761
EEF1G	Elongation factor 1-gamma	P26641	1937	EEF1G	official_exact	22	0.46808510638297873	4.71525250555346	True	False	730
EEF2	Elongation factor 2	P13639	1938	EEF2	official_exact	39	0.8297872340425532	4.870912419984178	True	True	573
EFNA1	Ephrin-A1	P20827	1942	EFNA1	official_exact	11	0.23404255319148937	3.0111448293287237	True	False	673
EGF	Pro-epidermal growth factor;Isoform 3 of Pro-epidermal growth factor	P01133;P01133-3	1950	EGF	official_exact	39	0.8297872340425532	4.493678229143136	True	True	279
EGFR	Epidermal growth factor receptor;Isoform 2 of Epidermal growth factor receptor;Isoform 3 of Epidermal growth factor receptor;Isoform 4 of Epidermal growth factor receptor	P00533;P00533-2;P00533-3;P00533-4	1956	EGFR	official_exact	6	0.1276595744680851	3.196344305617991	True	False	252
KRT78	Keratin, type II cytoskeletal 78	Q8N1N4	196374	KRT78	official_exact	35	0.7446808510638298	5.147729433195256	True	True	1378
PLBD2	Putative phospholipase B-like 2;Isoform 2 of Putative phospholipase B-like 2	Q8NHP8;Q8NHP8-2	196463	PLBD2	official_exact	14	0.2978723404255319	10.860394449641086	True	False	1404
EIF2S1	Eukaryotic translation initiation factor 2 subunit 1	P05198	1965	EIF2S1	official_exact	11	0.23404255319148937	4.172818438932898	True	False	398
AHSG	Alpha-2-HS-glycoprotein	P02765	197	AHSG	official_exact	45	0.9574468085106383	5.498870383504378	True	True	344
EIF4A1	Eukaryotic initiation factor 4A-I;Isoform 2 of Eukaryotic initiation factor 4A-I	P60842;P60842-2	1973	EIF4A1	official_exact	21	0.44680851063829785	5.221047775176868	True	False	1000
EIF4B	Eukaryotic translation initiation factor 4B;Isoform 2 of Eukaryotic translation initiation factor 4B	P23588;P23588-2	1975	EIF4B	official_exact	4	0.0851063829787234	7.150960586837754	True	False	711
EIF4G1	Eukaryotic translation initiation factor 4 gamma 1;Isoform B of Eukaryotic translation initiation factor 4 gamma 1;Isoform C of Eukaryotic translation initiation factor 4 gamma 1;Isoform D of Eukaryotic translation initiation factor 4 gamma 1;Isoform E of Eukaryotic translation initiation factor 4 gamma 1;Isoform 7 of Eukaryotic translation initiation factor 4 gamma 1;Isoform 8 of Eukaryotic translation initiation factor 4 gamma 1;Isoform 9 of Eukaryotic translation initiation factor 4 gamma 1	Q04637;Q04637-3;Q04637-4;Q04637-5;Q04637-6;Q04637-7;Q04637-8;Q04637-9	1981	EIF4G1	official_exact	9	0.19148936170212766	3.8536608761505513	True	False	1132
